DMU;ID ;year;Bank;Bank code;Listed;Type;Islamic;ES;ES2;Cost2Inc;DepSTFund;Equity;Eq2Assets;FixAssets;GLoans;NPL2GL;LoanLP;Loans;NetFeeCom;NetIntRev;Branches;Employees;OthOpExp;OthOpInc;Overhead;PerExp;ROAA;ROAE;Assets;LnAssets;BusinessVol;EarnAssets;Funding;IntExp;NonIntExp;NonIntOpInc;OthEarnAssets;ExRate;Unit;GDPG;GDPC ;LnGDPC;GDPGC;PCDGDP;ICP;IGDPD;ETU;PAU;TRU;EXU;CSU;LDU;PCU;FSU;SQU;SCU;ETW;PAW;TRW;EXW;CSW;LDW;PCW;FSW;SQW;SCW;DomPrivOwnAssets;ForOwnAssets;GovOwnAssets;DomPrivOwnLoans;ForOwnLoans;GovOwnLoans;DomPrivOwnDeposits;ForOwnDeposits;GovOwnDeposits;BankCon;BankZsc;avelf;lat_abst;Legor;legor_uk;legor_fr;EFI;PP;CI;EconFree;PR;FC;FisF;GS;BF;LF;MF;TF;IF;FinF;LoanLossRatio;IndepYear;Indep;Religion;W-House;W-Senate
United Bank For Africa (Ghana) Limited/2008;14;2008;United Bank For Africa (Ghana) Limited;82;0;CB;0;0,154;0,268;1,526;0,038;0,002;0,04;0,002;0,009;0,163;0;0,008;0,001;0,002;;;0,002;0;0,003;0,001;-0,044;-0,913;0,042;-3,162;202,8;0,034;0,038;0,002;0,003;0;0,026;4601,69;1;0,084;1226,22;7,112;0,059;0,136;0,165;0,202;6,563;4,167;6,598;5;7,5;6,563;0;0;3,75;4,46;7,083;4,286;7,024;5,833;6,944;6,458;0;0;2,857;4,498;0,49;0,51;0;0,54;0,46;0;0,45;0,55;0;0,396;-0,134;0,706;0,09;English;1;0;6,93;1;0,16;57;50;33;83,7;71,5;53,4;47,6;68;63;50;50;0,03;1957;#REF!;3;0,08;
United Bank For Africa (Ghana) Limited/2009;14;2009;United Bank For Africa (Ghana) Limited;82;0;CB;0;0,201;0,251;0,822;0,042;0,013;0,232;0,002;0,009;0,51;0,001;0,008;0,002;0,003;;;0,003;0,003;0,005;0,002;0,003;0,02;0,056;-2,88;270,1;0,046;0,042;0,003;0,005;0,003;0,038;4801,08;1;0,04;1090,42;6,994;0,015;0,148;0,193;0,166;6,563;4,167;6,598;5;7,5;6,563;0;0;3,75;4,46;7,083;4,286;7,024;5,833;6,944;6,458;0;0;2,857;4,498;0,51;0,49;0;0,46;0,54;0;0,55;0,45;0;0,396;7,801;0,706;0,09;English;1;0;7,13;1;0,16;58,1;50;37;83,2;65,7;56,7;45,3;69,6;63;50;60;0,085;1957;#REF!;3;0,08;
United Bank For Africa (Ghana) Limited/2010;14;2010;United Bank For Africa (Ghana) Limited;82;0;CB;0;0,408;0,219;0,603;0,054;0,013;0,179;0,001;0,017;0,196;0,001;0,015;0,003;0,004;;;0,003;0,004;0,005;0,002;0,027;0,137;0,07;-2,659;438;0,061;0,054;0,002;0,005;0,004;0,045;5726,07;1;0,08;1319,07;7,185;0,055;0,137;0,107;0,165;6,563;4,167;6,598;5;7,5;6,563;0;0;3,75;4,46;7,083;4,286;7,024;5,833;6,944;6,458;0;0;2,857;4,498;0,51;0,49;0;0,46;0,54;0;0,55;0,45;0;0,396;6,856;0,706;0,09;English;1;0;7,09;1;0,16;60,2;50;39;83,5;58,9;56,8;57,4;65,9;65,3;65;60;0,049;1957;#REF!;3;0,08;
Ecobank Guinée SA/2005;15;2005;Ecobank Guinée SA;83;0;CB;0;0,306;0,115;0,504;51,512;8,573;0,113;1,874;33,21;0,089;;30,64;2,234;4,557;;144;3,56;5,751;5,2;1,64;0,05;0,415;76,041;4,331;277118,4;46,552;62,099;1,853;5,2;5,751;15,912;3644,33;1;0,378;324,85;5,783;0,354;0,035;0,314;-0,048;2,75;4,722;8,126;3,333;6,5;5,625;1,25;0;;3,59;2,708;3,929;8,215;1,667;6,944;7,083;1,667;0;;3,579;1;0;0;1;0;0;1;0;0;;8,885;0,76;0,12;French;0;1;;0;0,2;57,4;30;25;71;90;55;70,5;75,2;57,2;30;70;;1958;#REF!;1;0,19;
Ecobank Guinée SA/2006;15;2006;Ecobank Guinée SA;83;0;CB;0;0,327;0,122;0,473;60,527;9,77;0,113;3,094;40,971;0,051;;39,16;3,121;6,816;;168;3,952;5,713;5,931;1,979;0,062;0,553;86,392;4,459;444809,7;48,05;71,812;2,125;5,931;5,713;8,89;5148,75;1;0,025;306,6;5,726;0,007;;0,347;0,376;2,75;4,722;8,126;3,333;6,5;5,625;1,25;0;;3,59;2,708;3,929;8,215;1,667;6,944;7,083;1,667;0;;3,579;1;0;0;1;0;0;1;0;0;;9,612;0,76;0,12;French;0;1;;0;0,2;52,8;30;25;70,3;90;43,8;71;70,4;47,8;30;50;;1958;#REF!;1;0,19;
Ecobank Guinée SA/2007;15;2007;Ecobank Guinée SA;83;0;CB;0;0,274;0,105;0,472;84,493;11,809;0,108;6,538;51,816;0,121;1,618;48,002;4,294;8,891;;192;4,444;7,264;7,633;3,189;0,036;0,327;109,408;4,695;576748;69,039;93,277;3,185;7,633;7,264;21,037;4197,75;1;0,018;449,06;6,107;-0,001;;0,228;0,13;2,75;4,722;8,126;3,333;6,5;5,625;1,25;0;;3,59;2,708;3,929;8,215;1,667;6,944;7,083;1,667;0;;3,579;1;0;0;1;0;0;1;0;0;;7,885;0,76;0,12;French;0;1;;0;0,2;54,5;30;30;74,3;91,8;40,9;70,5;57,5;59,6;30;60;0,031;1958;#REF!;1;0,19;
Ecobank Guinée SA/2008;15;2008;Ecobank Guinée SA;83;0;CB;0;0,231;0,065;0,704;153,883;10,964;0,061;8,287;47,325;0,109;;42,901;5,751;8,165;;249;8,188;9,372;12,338;4,15;0,023;0,301;178,807;5,186;1020271,4;158,979;161,806;4,508;12,338;9,372;116,079;4601,69;1;0,049;395,24;5,98;0,029;;0,184;0,141;2,75;4,722;8,126;3,333;6,5;5,625;1,25;0;;3,59;2,708;3,929;8,215;1,667;6,944;7,083;1,667;0;;3,579;1;0;0;1;0;0;1;0;0;;4,641;0,76;0,12;French;0;1;;0;0,2;52,8;30;19;70,1;88,7;45,9;70,8;54,3;59,6;40;50;;1958;#REF!;1;;
Ecobank Guinée SA/2009;15;2009;Ecobank Guinée SA;83;0;CB;0;0,192;0,083;0,695;203,135;14,415;0,06;8,843;59,53;0,1;;54,67;5,107;8,268;;251;7,922;10,244;12,864;4,942;0,017;0,276;239,213;5,477;1326752,5;208,889;212,634;3,676;12,864;10,244;154,219;4801,08;1;-0,003;426,66;6,056;-0,023;;0,047;0,068;2,75;4,722;8,126;3,333;6,5;5,625;1,25;0;;3,59;2,708;3,929;8,215;1,667;6,944;7,083;1,667;0;;3,579;1;0;0;1;0;0;1;0;0;;4,22;0,76;0,12;French;0;1;;0;0,2;51;20;19;71,1;91,9;45,2;66,3;57,4;59,6;40;40;;1958;#REF!;1;;
Ecobank Guinée SA/2010;15;2010;Ecobank Guinée SA;83;0;CB;0;0,24;0,07;0,62;289,499;16,614;0,049;7,412;44,13;0,117;;39,282;7,121;9,191;;257;8,972;12,945;13,716;4,744;0,02;0,368;336,011;5,817;2176978,9;315,151;307,47;1,843;13,716;12,945;275,869;5726,07;1;0,019;474,46;6,162;-0,003;;0,155;0,202;2,75;4,722;8,126;3,333;6,5;5,625;1,25;0;;3,59;2,708;3,929;8,215;1,667;6,944;7,083;1,667;0;;3,579;1;0;0;1;0;0;1;0;0;;3,781;0,76;0,12;French;0;1;;0;0,2;51,8;20;16;69,9;93,1;43,7;78;57,4;60;40;40;;1958;#REF!;1;;
Orabank Guinée SA/2007;15;2007;Orabank Guinée SA;84;0;CB;0;0,257;0,056;0,969;435,457;28,377;0,06;17,527;135,832;0,12;1,043;120,392;17,109;14,397;;;21,283;19,613;32,967;11,685;0;0;473,014;6,159;226,7;320,907;435,457;23,786;32,967;19,613;200,515;479,27;1000;0,018;449,06;6,107;-0,001;;0,228;0,13;2,75;4,722;8,126;3,333;6,5;5,625;1,25;0;;3,59;2,708;3,929;8,215;1,667;6,944;7,083;1,667;0;;3,579;1;0;0;1;0;0;1;0;0;;3,766;0,76;0,12;French;0;1;;0;0,2;54,5;30;30;74,3;91,8;40,9;70,5;57,5;59,6;30;60;0,008;1958;#REF!;1;0,19;
Orabank Guinée SA/2008;15;2008;Orabank Guinée SA;84;0;CB;0;0,412;0,04;0,845;731,791;19,875;0,025;39,973;145,822;0,239;18,758;111,879;39,079;13,399;;;28,584;39,973;45,109;16,525;-0,016;-0,418;781,366;6,661;349,9;518,306;731,791;26,574;45,109;39,973;406,427;447,81;1000;0,049;395,24;5,98;0,029;;0,184;0,141;2,75;4,722;8,126;3,333;6,5;5,625;1,25;0;;3,59;2,708;3,929;8,215;1,667;6,944;7,083;1,667;0;;3,579;1;0;0;1;0;0;1;0;0;;0,571;0,76;0,12;French;0;1;;0;0,2;52,8;30;19;70,1;88,7;45,9;70,8;54,3;59,6;40;50;0,129;1958;#REF!;1;;
Orabank Guinée SA/2009;15;2009;Orabank Guinée SA;84;0;CB;0;0,408;0,033;0,888;549,995;29,014;0,049;32,402;148,458;0,312;29,014;104,196;37,062;17,366;;81;41,721;50,404;60,146;18,425;-0,032;-0,894;591,504;6,383;279,3;249,901;549,995;20,543;60,146;50,404;145,705;472,19;1000;-0,003;426,66;6,056;-0,023;;0,047;0,068;2,75;4,722;8,126;3,333;6,5;5,625;1,25;0;;3,59;2,708;3,929;8,215;1,667;6,944;7,083;1,667;0;;3,579;1;0;0;1;0;0;1;0;0;;1,067;0,76;0,12;French;0;1;;0;0,2;51;20;19;71,1;91,9;45,2;66,3;57,4;59,6;40;40;0,195;1958;#REF!;1;;
Orabank Guinée SA/2010;15;2010;Orabank Guinée SA;84;0;CB;0;0,406;0,042;0,894;791,678;49,265;0,057;37,757;173,64;0,149;5,855;145,979;40,987;4,442;;;41,391;64,206;61,38;19,989;0,002;0,037;857,904;6,754;424,9;299,832;791,678;25,238;61,38;64,206;153,853;495,28;1000;0,019;474,46;6,162;-0,003;;0,155;0,202;2,75;4,722;8,126;3,333;6,5;5,625;1,25;0;;3,59;2,708;3,929;8,215;1,667;6,944;7,083;1,667;0;;3,579;1;0;0;1;0;0;1;0;0;;3,727;0,76;0,12;French;0;1;;0;0,2;51,8;20;16;69,9;93,1;43,7;78;57,4;60;40;40;0,034;1958;#REF!;1;;
Societe Generale de Banques de Guinee Equatoriale/2007;16;2007;Societe Generale de Banques de Guinee Equatoriale;85;0;CB;0;0,401;0,097;0,586;383,212;18,584;0,045;14,212;57,083;;4,083;57,083;14,733;8,112;;;8,242;14,733;6,055;4,107;0,008;0,175;410,685;6,018;303993,5;379,701;383,212;1,191;13,387;14,733;322,618;479,27;1;0,011;484,99;6,184;0,011;0,025;0,001;0,014;5,875;5;8,82;5;7,5;5,625;1,667;6,25;2,5;5,36;6,25;4,643;9,226;4,167;4,444;5,417;1,667;7,857;2,857;5,17;1;0;0;1;0;0;1;0;0;;12,778;0,625;0,02;French;0;1;;0;0,06;53,2;30;19;75,4;84,1;48,2;47;80,1;57,6;30;60;0,072;1968;#REF!;2;0,18;
African Banking Corporation Limited/2007;17;2007;African Banking Corporation Limited;86;0;CB;0;0,327;0,153;0,631;75,523;12,059;0,132;1,701;51,677;0,071;0,836;49,653;2,539;6,096;;;3,226;3,602;6,116;2,889;0,022;0,166;91,252;4,514;7914,2;74,867;75,523;2,649;6,116;3,602;25,215;67,32;1;0,07;726,6;6,588;0,043;0,258;0,098;0,056;3,563;5;9,028;6,667;7;5,313;2,5;3,75;7,5;5,591;3,333;5;9,405;5;6,111;5,625;2,222;5;8,571;5,585;0,55;0,4;0,05;0,57;0,4;0,03;0,56;0,39;0,06;0,436;24,608;0,827;0,01;English;1;0;7,05;0;0,15;59,6;40;21;78,9;82,1;64,5;59,9;74,4;75;50;50;0,016;1963;#REF!;3;0,07;
African Banking Corporation Limited/2008;17;2008;African Banking Corporation Limited;86;0;CB;0;0,299;0,132;0,634;77,714;16,017;0,164;2,009;53,189;0,056;0,603;51,317;2,728;6,586;;;3,705;4,266;6,883;3,177;0,026;0,173;97,679;4,582;8744,1;81,788;78,086;3,708;6,883;4,266;30,47;69,18;1;0,015;793,62;6,677;-0,01;0,284;0,262;0,134;3,563;5;9,028;6,667;7;5,313;2,5;3,75;7,5;5,591;3,333;5;9,405;5;6,111;5,625;2,222;5;8,571;5,585;0,55;0,4;0,05;0,58;0,4;0,02;0,51;0,45;0,05;0,436;30,313;0,827;0,01;English;1;0;6,68;0;0,15;59,3;35;22;78,2;84,8;65,6;60,1;72,2;75;50;50;0,011;1963;#REF!;3;0,1;
African Banking Corporation Limited/2009;17;2009;African Banking Corporation Limited;86;0;CB;0;0,218;0,123;0,624;97,028;16,486;0,142;3,781;53,918;0,057;0,886;51,61;2,584;7,135;;;3,748;3,585;6,686;2,939;0,021;0,14;115,985;4,753;11196,7;97,2;97,028;4,18;6,686;3,585;45,59;77,35;1;0,026;774,93;6,653;0;0,284;0,092;0,092;3,563;5;9,028;6,667;7;5,313;2,5;3,75;7,5;5,591;3,333;5;9,405;5;6,111;5,625;2,222;5;8,571;5,585;0,56;0,39;0,05;0,61;0,36;0,03;0,58;0,37;0,05;0,436;26,09;0,827;0,01;English;1;0;6,91;0;0,15;58,7;30;21;78,6;81,5;66,9;63,1;74;71,8;50;50;0,016;1963;#REF!;3;0,1;
African Banking Corporation Limited/2010;17;2010;African Banking Corporation Limited;86;0;CB;0;0,224;0,138;0,541;105,585;21,514;0,165;4,787;69,259;0,043;0,51;66,742;2,957;8,768;;;4,082;5,461;7,703;3,621;0,035;0,226;130,611;4,872;13151,7;112,332;105,585;4,554;7,703;5,461;45,59;79,23;1;0,056;794,77;6,678;0,028;0,306;0,04;0,022;3,563;5;9,028;6,667;7;5,313;2,5;3,75;7,5;5,591;3,333;5;9,405;5;6,111;5,625;2,222;5;8,571;5,585;0,56;0,39;0,05;0,61;0,36;0,03;0,58;0,37;0,05;0,436;31,868;0,827;0,01;English;1;0;6,89;0;0,15;57,5;30;21;78,1;83,1;63,4;63,7;72,7;67,9;45;50;0,007;1963;#REF!;3;0,1;
Bank of Africa Kenya Limited/2007;17;2007;Bank of Africa Kenya Limited;87;0;CB;0;0,271;0,201;0,711;90,11;18,76;0,165;1,411;68,594;0,023;0,168;68,022;1,34;4,969;;;3,461;1,765;6,19;2,729;0,015;0,092;113,744;4,734;9365;98,693;90,11;3,106;6,19;3,105;30,671;67,32;1;0,07;726,6;6,588;0,043;0,258;0,098;0,056;3,563;5;9,028;6,667;7;5,313;2,5;3,75;7,5;5,591;3,333;5;9,405;5;6,111;5,625;2,222;5;8,571;5,585;0,55;0,4;0,05;0,57;0,4;0,03;0,56;0,39;0,06;0,436;133,51;0,827;0,01;English;1;0;7,05;0;0,15;59,6;40;21;78,9;82,1;64,5;59,9;74,4;75;50;50;0,002;1963;#REF!;3;0,07;
Bank of Africa Kenya Limited/2008;17;2008;Bank of Africa Kenya Limited;87;0;CB;0;0,209;0,16;0,764;219,906;31,185;0,115;7,516;149,642;0,018;0,73;147,969;4,593;10,952;;;8,111;3,766;15,076;6,965;0,017;0,128;271,175;5,603;22182,2;222,708;234,397;8,841;15,076;8,358;74,739;69,18;1;0,015;793,62;6,677;-0,01;0,284;0,262;0,134;3,563;5;9,028;6,667;7;5,313;2,5;3,75;7,5;5,591;3,333;5;9,405;5;6,111;5,625;2,222;5;8,571;5,585;0,55;0,4;0,05;0,58;0,4;0,02;0,51;0,45;0,05;0,436;97,537;0,827;0,01;English;1;0;6,68;0;0,15;59,3;35;22;78,2;84,8;65,6;60,1;72,2;75;50;50;0,005;1963;#REF!;3;0,1;
Bank of Africa Kenya Limited/2009;17;2009;Bank of Africa Kenya Limited;87;0;CB;0;0,198;0,15;0,761;269,278;40,044;0,121;8,441;179,214;0,014;0,586;177,5;5,201;14,02;;;9,413;4,567;18,169;8,756;0,013;0,112;329,898;5,799;29312,6;289,067;284,037;13,145;18,169;9,585;111,567;77,35;1;0,026;774,93;6,653;0;0,284;0,092;0,092;3,563;5;9,028;6,667;7;5,313;2,5;3,75;7,5;5,591;3,333;5;9,405;5;6,111;5,625;2,222;5;8,571;5,585;0,56;0,39;0,05;0,61;0,36;0,03;0,58;0,37;0,05;0,436;99,843;0,827;0,01;English;1;0;6,91;0;0,15;58,7;30;21;78,6;81,5;66,9;63,1;74;71,8;50;50;0,003;1963;#REF!;3;0,1;
Bank of Africa Kenya Limited/2010;17;2010;Bank of Africa Kenya Limited;87;0;CB;0;0,23;0,17;0,714;388,449;46,319;0,101;10,805;248,791;0,016;1,353;246,836;5,676;19,026;;;11,86;5,488;21,865;10,005;0,015;0,137;460,08;6,131;42267,4;407,099;408,59;16,342;21,865;11,138;160,262;79,23;1;0,056;794,77;6,678;0,028;0,306;0,04;0,022;3,563;5;9,028;6,667;7;5,313;2,5;3,75;7,5;5,591;3,333;5;9,405;5;6,111;5,625;2,222;5;8,571;5,585;0,56;0,39;0,05;0,61;0,36;0,03;0,58;0,37;0,05;0,436;85,768;0,827;0,01;English;1;0;6,89;0;0,15;57,5;30;21;78,1;83,1;63,4;63,7;72,7;67,9;45;50;0,005;1963;#REF!;3;0,1;
Bank of Baroda (Kenya) Ltd/2005;17;2005;Bank of Baroda (Kenya) Ltd;88;0;CB;0;0,179;0,155;0,547;106,975;13,269;0,108;1,461;46,066;0,033;0,101;44,644;0,813;6,39;6;128;3,98;0,883;3,98;;0,019;0,174;122,634;4,809;9872,9;111,569;106,975;3,998;3,98;0,883;66,926;75,55;1;0,059;526,13;6,266;0,032;0,266;0,103;0,049;3,563;5;9,028;6,667;7;5,313;2,5;3,75;7,5;5,591;3,333;5;9,405;5;6,111;5,625;2,222;5;8,571;5,585;0,54;0,4;0,06;0,53;0,39;0,08;0,54;0,4;0,06;0,436;11,226;0,827;0,01;English;1;0;7,09;0;0,15;57,9;50;19;78,9;83;55;59,4;77,6;56,2;50;50;0,002;1963;#REF!;3;0,07;
Bank of Baroda (Kenya) Ltd/2006;17;2006;Bank of Baroda (Kenya) Ltd;88;0;CB;0;0,202;0,158;0,455;141,807;16,603;0,102;1,574;62,363;0,023;0,173;60,65;1,064;8,581;7;128;4,494;1,302;4,494;;0,025;0,237;163,288;5,096;12728;149,588;141,807;6,254;4,494;1,302;88,938;72,1;1;0,063;615,86;6,423;0,036;0,262;0,145;0,078;3,563;5;9,028;6,667;7;5,313;2,5;3,75;7,5;5,591;3,333;5;9,405;5;6,111;5,625;2,222;5;8,571;5,585;0,55;0,39;0,06;0,54;0,38;0,07;0,55;0,39;0,05;0,436;11,177;0,827;0,01;English;1;0;7,01;0;0,15;59,7;50;21;78,9;82,6;65,2;60;74,7;64,4;50;50;0,003;1963;#REF!;3;0,07;
Bank of Baroda (Kenya) Ltd/2007;17;2007;Bank of Baroda (Kenya) Ltd;88;0;CB;0;0,274;0,221;0,399;190,983;23,512;0,107;1,551;105,206;0,049;0,685;103,368;1,177;11,563;;;2,754;2,508;5,615;2,861;0,027;0,262;219,241;5,39;17003,8;199,139;190,983;8,126;5,615;2,508;95,771;67,32;1;0,07;726,6;6,588;0,043;0,258;0,098;0,056;3,563;5;9,028;6,667;7;5,313;2,5;3,75;7,5;5,591;3,333;5;9,405;5;6,111;5,625;2,222;5;8,571;5,585;0,55;0,4;0,05;0,57;0,4;0,03;0,56;0,39;0,06;0,436;11,903;0,827;0,01;English;1;0;7,05;0;0,15;59,6;40;21;78,9;82,1;64,5;59,9;74,4;75;50;50;0,007;1963;#REF!;3;0,07;
Bank of Baroda (Kenya) Ltd/2008;17;2008;Bank of Baroda (Kenya) Ltd;88;0;CB;0;0,284;0,239;0,36;233,059;27,618;0,104;1,771;134,03;0,055;3,138;129,204;1,217;17,314;;;3,284;1,876;6,906;3,621;0,026;0,248;265,423;5,581;20991,3;244,696;233,059;9,31;6,906;1,876;115,492;69,18;1;0,015;793,62;6,677;-0,01;0,284;0,262;0,134;3,563;5;9,028;6,667;7;5,313;2,5;3,75;7,5;5,591;3,333;5;9,405;5;6,111;5,625;2,222;5;8,571;5,585;0,55;0,4;0,05;0,58;0,4;0,02;0,51;0,45;0,05;0,436;11,515;0,827;0,01;English;1;0;6,68;0;0,15;59,3;35;22;78,2;84,8;65,6;60,1;72,2;75;50;50;0,023;1963;#REF!;3;0,1;
Bank of Baroda (Kenya) Ltd/2009;17;2009;Bank of Baroda (Kenya) Ltd;88;0;CB;0;0,257;0,23;0,401;246,622;33,165;0,117;1,479;122,306;0,108;0,547;117,442;1,224;14,433;;;3,257;2,147;6,644;3,387;0,026;0,234;283,633;5,648;24819,6;276,289;246,622;14,247;6,644;2,147;158,847;77,35;1;0,026;774,93;6,653;0;0,284;0,092;0,092;3,563;5;9,028;6,667;7;5,313;2,5;3,75;7,5;5,591;3,333;5;9,405;5;6,111;5,625;2,222;5;8,571;5,585;0,56;0,39;0,05;0,61;0,36;0,03;0,58;0,37;0,05;0,436;12,63;0,827;0,01;English;1;0;6,91;0;0,15;58,7;30;21;78,6;81,5;66,9;63,1;74;71,8;50;50;0,004;1963;#REF!;3;0,1;
Bank of Baroda (Kenya) Ltd/2010;17;2010;Bank of Baroda (Kenya) Ltd;88;0;CB;0;0,365;0,34;0,227;341,758;59,874;0,147;1,513;173,872;0,037;0,703;169,555;1,612;21,168;;;3,562;9,587;6,986;3,424;0,051;0,381;408,056;6,011;36407,1;400,585;341,758;16,017;6,986;9,587;231,03;79,23;1;0,056;794,77;6,678;0,028;0,306;0,04;0,022;3,563;5;9,028;6,667;7;5,313;2,5;3,75;7,5;5,591;3,333;5;9,405;5;6,111;5,625;2,222;5;8,571;5,585;0,56;0,39;0,05;0,61;0,36;0,03;0,58;0,37;0,05;0,436;17,504;0,827;0,01;English;1;0;6,89;0;0,15;57,5;30;21;78,1;83,1;63,4;63,7;72,7;67,9;45;50;0,004;1963;#REF!;3;0,1;
Barclays Bank of Kenya Ltd/2005;17;2005;Barclays Bank of Kenya Ltd;89;1;CB;0;0,932;0,485;0,527;1141,103;144,744;0,105;19,893;997,828;0,158;17,59;944,131;63,928;111,02;;1762;66,429;77,918;99,518;33,089;0,035;0,355;1379,488;7,229;124643;1176,918;1141,103;12,706;99,518;77,918;232,787;75,55;1;0,059;526,13;6,266;0,032;0,266;0,103;0,049;3,563;5;9,028;6,667;7;5,313;2,5;3,75;7,5;5,591;3,333;5;9,405;5;6,111;5,625;2,222;5;8,571;5,585;0,54;0,4;0,06;0,53;0,39;0,08;0,54;0,4;0,06;0,436;12,607;0,827;0,01;English;1;0;7,09;0;0,15;57,9;50;19;78,9;83;55;59,4;77,6;56,2;50;50;0,018;1963;#REF!;3;0,07;
Barclays Bank of Kenya Ltd/2006;17;2006;Barclays Bank of Kenya Ltd;89;1;CB;0;0,902;0,499;0,514;1362,439;183,521;0,112;22,371;1133,607;0,113;12,219;1071,125;68,168;123,951;;;64,992;85,797;107,724;42,732;0,04;0,372;1636,888;7,401;264027;1426,96;1362,439;20,693;107,724;85,797;355,835;72,1;1;0,063;615,86;6,423;0,036;0,262;0,145;0,078;3,563;5;9,028;6,667;7;5,313;2,5;3,75;7,5;5,591;3,333;5;9,405;5;6,111;5,625;2,222;5;8,571;5,585;0,55;0,39;0,06;0,54;0,38;0,07;0,55;0,39;0,05;0,436;13,758;0,827;0,01;English;1;0;7,01;0;0,15;59,7;50;21;78,9;82,6;65,2;60;74,7;64,4;50;50;0,011;1963;#REF!;3;0,07;
Barclays Bank of Kenya Ltd/2007;17;2007;Barclays Bank of Kenya Ltd;89;1;CB;0;0,779;0,55;0,588;1915,231;237,71;0,102;41,182;1653,868;0,049;10,201;1615,138;88,891;169,075;;;96,958;111,096;164,814;67,856;0,036;0,336;2341,967;7,759;331903,4;2043,343;1929,83;33,462;164,814;111,096;428,204;67,32;1;0,07;726,6;6,588;0,043;0,258;0,098;0,056;3,563;5;9,028;6,667;7;5,313;2,5;3,75;7,5;5,591;3,333;5;9,405;5;6,111;5,625;2,222;5;8,571;5,585;0,55;0,4;0,05;0,57;0,4;0,03;0,56;0,39;0,06;0,436;12,37;0,827;0,01;English;1;0;7,05;0;0,15;59,6;40;21;78,9;82,1;64,5;59,9;74,4;75;50;50;0,006;1963;#REF!;3;0,07;
Barclays Bank of Kenya Ltd/2008;17;2008;Barclays Bank of Kenya Ltd;89;1;CB;0;0,629;0,449;0,606;1990,479;295,814;0,121;49,194;1617,109;0,05;18,533;1562,494;95,178;202,529;117;5751;104,488;139,024;207,14;102,652;0,034;0,303;2435,984;7,798;199042;2100,33;2057,237;55,092;207,14;139,024;537,836;69,18;1;0,015;793,62;6,677;-0,01;0,284;0,262;0,134;3,563;5;9,028;6,667;7;5,313;2,5;3,75;7,5;5,591;3,333;5;9,405;5;6,111;5,625;2,222;5;8,571;5,585;0,55;0,4;0,05;0,58;0,4;0,02;0,51;0,45;0,05;0,436;14,007;0,827;0,01;English;1;0;6,68;0;0,15;59,3;35;22;78,2;84,8;65,6;60,1;72,2;75;50;50;0,011;1963;#REF!;3;0,1;
Barclays Bank of Kenya Ltd/2009;17;2009;Barclays Bank of Kenya Ltd;89;1;CB;0;0,548;0,351;0,593;1701,572;312,985;0,147;76,546;1257,485;0,06;6,632;1209,316;80,864;190,945;119;5325;86,087;111,529;179,465;93,378;0,037;0,273;2131,502;7,665;190205;1876,137;1757,524;35,513;179,465;111,529;666,822;77,35;1;0,026;774,93;6,653;0;0,284;0,092;0,092;3,563;5;9,028;6,667;7;5,313;2,5;3,75;7,5;5,591;3,333;5;9,405;5;6,111;5,625;2,222;5;8,571;5,585;0,56;0,39;0,05;0,61;0,36;0,03;0,58;0,37;0,05;0,424;16,539;0,827;0,01;English;1;0;6,91;0;0,15;58,7;30;21;78,6;81,5;66,9;63,1;74;71,8;50;50;0,005;1963;#REF!;3;0,1;
Barclays Bank of Kenya Ltd/2010;17;2010;Barclays Bank of Kenya Ltd;89;1;CB;0;0,729;0,357;0,569;1622,982;397,119;0,183;40,942;1147,626;0,064;15,145;1099,881;93,067;197,821;119;5039;81,001;130,64;186,992;105,991;0,063;0,381;2176,046;7,685;193195;1864,283;1677,896;18,389;186,992;130,64;764,402;79,23;1;0,056;794,77;6,678;0,028;0,306;0,04;0,022;3,563;5;9,028;6,667;7;5,313;2,5;3,75;7,5;5,591;3,333;5;9,405;5;6,111;5,625;2,222;5;8,571;5,585;0,56;0,39;0,05;0,61;0,36;0,03;0,58;0,37;0,05;0,424;22,132;0,827;0,01;English;1;0;6,89;0;0,15;57,5;30;21;78,1;83,1;63,4;63,7;72,7;67,9;45;50;0,013;1963;#REF!;3;0,1;
CFC Stanbic Bank Limited/2005;17;2005;CFC Stanbic Bank Limited;90;0;CB;0;0,36;0,225;0,657;167,586;26,85;0,135;2,356;113,734;0,014;0,438;112,481;3,596;11,839;;;6,754;6,578;12,104;5,35;0,02;0,146;198,455;5,291;17125,6;174,194;167,586;1,534;12,104;6,578;61,713;75,55;1;0,059;526,13;6,266;0,032;0,266;0,103;0,049;3,563;5;9,028;6,667;7;5,313;2,5;3,75;7,5;5,591;3,333;5;9,405;5;6,111;5,625;2,222;5;8,571;5,585;0,54;0,4;0,06;0,53;0,39;0,08;0,54;0,4;0,06;0,424;17,479;0,827;0,01;English;1;0;7,09;0;0,15;57,9;50;19;78,9;83;55;59,4;77,6;56,2;50;50;0,004;1963;#REF!;3;0,07;
